time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2024-03-23 02:44:19.231 UTC, ,125,3165085,1312,19232, , ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260900179968,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711161761743, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:44:48.684 UTC, ,125,3160333,1184,14480, , ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,24,11, , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260900622336,36,36, , , , , ,1,57, , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711161888445, , , , ,3145728,3799, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,103027,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:45:48.693 UTC, ,125,3165309,1312,19232,224, ,4, ,6,1,0.17, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260916006912,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711161888445, , , , ,3145728,3799, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , 
2024-03-23 02:46:48.697 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260915679232,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711161888445, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:47:48.705 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260915310592,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711161888445, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:48:48.710 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260913942528,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711161888445, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:49:48.715 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260919750656,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711161888445, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:50:48.722 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260919300096,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711161888445, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,1,7,13203968,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:51:48.730 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260919521280,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711161888445, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14252544,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:52:37.083 UTC, ,125,3165085,1312,19232, , ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260919472128,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711161888445, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14252544,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:52:40.809 UTC, ,125,3160333,1184,14480, , ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,24,11, , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260919468032,36,36, , , , , ,1,57, , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,103027,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:53:40.818 UTC, ,125,3165309,1312,19232,224, ,4, ,6,1,0.17, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260927250432,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , 
2024-03-23 02:54:40.826 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260926742528,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:55:40.835 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260925603840,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:56:40.844 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260923244544,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:57:40.847 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260921155584,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:58:40.855 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260919394304,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,1,7,13217792,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 02:59:40.863 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260918345728,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14266368,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:00:40.870 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260916514816,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14266368,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:01:40.878 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260914163712,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14266368,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:02:40.885 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260914028544,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14266368,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:03:40.891 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260918136832,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14266368,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:04:40.897 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260916563968,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14266368,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:05:40.905 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260915892224,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14266368,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:06:40.914 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260914634752,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14266368,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:07:40.922 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260914769920,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,15314944,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:08:40.929 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260914266112,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16363520, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:09:40.937 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260911108096,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16363520,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:17:14.357 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260868149248,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16363520,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:23:56.241 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260903587840,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16363520,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:25:31.910 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260902768640,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16363520,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:26:31.914 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260902227968,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17412096,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:27:31.921 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260955488256,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17412096,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:28:31.926 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260953317376,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,18460672,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:29:31.933 UTC, ,125,3165309,1312,19232,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260952129536,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,18460672,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:29:41.915 UTC, ,125,3165085,1312,19232, , ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260952129536,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711162360569, , , , ,3145728,3799, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,18460672,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:29:44.871 UTC, ,125,3160333,1184,14480, , ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,24,11, , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260952162304,36,36, , , , , ,1,57, , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711164584716, , , , ,3145728,3799, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,103027,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:30:02.436 UTC, ,125,3165085,1312,19232, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260952162304,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711164584716, , , , ,3145728,3799, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 03:30:19.596 UTC, ,125,3160333,1184,14480, , ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,24,11, , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260954148864,36,36, , , , , ,1,57, , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711164619443, , , , ,3145728,3799, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,103027,31, , , , , , , , , , ,27262976,3, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 03:30:34.889 UTC, ,125,3165085,1312,19232, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260954148864,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711164619443, , , , ,3145728,3799, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,3, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 03:30:41.235 UTC, ,125,3160333,1184,14480, , ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,24,11, , , , , , , , , , , , , ,3799,3, ,2922, , , , ,3844,260958887936,-1,-1, , , , , ,1,57, , , , , , , , , , , , , , , , , , , , , , , , , ,3844, ,1711164641084, , , , ,3145728,3799, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,103027,31, , , , , , , , , , ,27262976,2, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
